open_covid_region_code,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
COL,CO,Colombia,,,,,,2020-03-25,-83.0,-64.0,-75.0,-80.0,-75.0,35.0
COL,CO,Colombia,,,,,,2020-03-26,-82.0,-61.0,-74.0,-80.0,-75.0,35.0
COL,CO,Colombia,,,,,,2020-03-27,-82.0,-59.0,-74.0,-80.0,-73.0,38.0
COL,CO,Colombia,,,,,,2020-03-28,-84.0,-61.0,-76.0,-80.0,-68.0,31.0
COL,CO,Colombia,,,,,,2020-03-29,-86.0,-68.0,-80.0,-82.0,-58.0,26.0
COL,CO,Colombia,,,,,,2020-03-30,-79.0,-56.0,-71.0,-79.0,-73.0,34.0
COL,CO,Colombia,,,,,,2020-03-31,-78.0,-52.0,-69.0,-78.0,-72.0,34.0
COL,CO,Colombia,,,,,,2020-04-01,-78.0,-53.0,-69.0,-78.0,-73.0,33.0
COL,CO,Colombia,,,,,,2020-04-02,-78.0,-51.0,-68.0,-78.0,-73.0,34.0
COL,CO,Colombia,,,,,,2020-04-03,-79.0,-53.0,-71.0,-78.0,-71.0,36.0
COL,CO,Colombia,,,,,,2020-04-04,-82.0,-58.0,-74.0,-79.0,-66.0,31.0
COL,CO,Colombia,,,,,,2020-04-05,-85.0,-66.0,-79.0,-81.0,-57.0,26.0
COL,CO,Colombia,,,,,,2020-04-06,-77.0,-54.0,-69.0,-78.0,-72.0,34.0
COL,CO,Colombia,,,,,,2020-04-07,-76.0,-49.0,-67.0,-76.0,-71.0,33.0
COL,CO,Colombia,,,,,,2020-04-08,-76.0,-47.0,-65.0,-76.0,-72.0,32.0
COL,CO,Colombia,,,,,,2020-04-09,-85.0,-63.0,-76.0,-85.0,-83.0,38.0
COL,CO,Colombia,,,,,,2020-04-10,-90.0,-75.0,-82.0,-88.0,-85.0,42.0
COL,CO,Colombia,,,,,,2020-04-11,-84.0,-65.0,-77.0,-81.0,-69.0,32.0
COL,CO,Colombia,,,,,,2020-04-12,-86.0,-70.0,-80.0,-81.0,-57.0,26.0
COL,CO,Colombia,,,,,,2020-04-13,-77.0,-55.0,-69.0,-77.0,-69.0,33.0
COL,CO,Colombia,,,,,,2020-04-14,-77.0,-54.0,-69.0,-77.0,-69.0,33.0
COL,CO,Colombia,,,,,,2020-04-15,-76.0,-52.0,-67.0,-76.0,-69.0,32.0
COL,CO,Colombia,,,,,,2020-04-16,-77.0,-52.0,-67.0,-77.0,-69.0,33.0
COL,CO,Colombia,,,,,,2020-04-17,-76.0,-49.0,-67.0,-75.0,-66.0,35.0
COL,CO,Colombia,,,,,,2020-04-18,-83.0,-64.0,-75.0,-77.0,-62.0,30.0
COL,CO,Colombia,,,,,,2020-04-19,-84.0,-69.0,-79.0,-79.0,-54.0,25.0
COL,CO,Colombia,,,,,,2020-04-20,-76.0,-57.0,-68.0,-76.0,-66.0,32.0
COL,CO,Colombia,,,,,,2020-04-21,-76.0,-55.0,-68.0,-74.0,-66.0,32.0
COL,CO,Colombia,,,,,,2020-04-22,-77.0,-58.0,-68.0,-76.0,-66.0,32.0
COL,CO,Colombia,,,,,,2020-04-23,-75.0,-54.0,-67.0,-75.0,-66.0,32.0
COL,CO,Colombia,,,,,,2020-04-24,-76.0,-55.0,-69.0,-75.0,-63.0,34.0
COL,CO,Colombia,,,,,,2020-04-25,-79.0,-60.0,-73.0,-74.0,-57.0,29.0
COL,CO,Colombia,,,,,,2020-04-26,-83.0,-68.0,-78.0,-77.0,-50.0,24.0
COL,CO,Colombia,,,,,,2020-04-27,-71.0,-52.0,-64.0,-72.0,-60.0,30.0
COL,CO,Colombia,,,,,,2020-04-28,-72.0,-51.0,-63.0,-71.0,-60.0,26.0
COL,CO,Colombia,,,,,,2020-04-29,-70.0,-50.0,-61.0,-70.0,-60.0,29.0
COL,CO,Colombia,,,,,,2020-04-30,-69.0,-45.0,-59.0,-70.0,-60.0,28.0
COL,CO,Colombia,,,,,,2020-05-01,-79.0,-56.0,-70.0,-78.0,-73.0,36.0
COL,CO,Colombia,,,,,,2020-05-02,-77.0,-56.0,-69.0,-71.0,-54.0,27.0
COL,CO,Colombia,,,,,,2020-05-03,-80.0,-64.0,-75.0,-73.0,-47.0,23.0
COL,CO,Colombia,,,,,,2020-05-04,-67.0,-45.0,-59.0,-69.0,-56.0,28.0
COL,CO,Colombia,,,,,,2020-05-05,-66.0,-42.0,-57.0,-66.0,-55.0,28.0
COL,CO,Colombia,,,,,,2020-05-06,-67.0,-44.0,-56.0,-66.0,-56.0,27.0
COL,CO,Colombia,,,,,,2020-05-07,-66.0,-41.0,-54.0,-64.0,-56.0,28.0
COL,CO,Colombia,,,,,,2020-05-08,-67.0,-39.0,-57.0,-64.0,-51.0,29.0
COL,CO,Colombia,,,,,,2020-05-09,-71.0,-46.0,-61.0,-62.0,-46.0,25.0
COL,CO,Colombia,,,,,,2020-05-10,-75.0,-57.0,-67.0,-64.0,-38.0,21.0
COL,CO,Colombia,,,,,,2020-05-11,-63.0,-41.0,-55.0,-63.0,-50.0,26.0
COL,CO,Colombia,,,,,,2020-05-12,-64.0,-40.0,-54.0,-61.0,-49.0,27.0
COL,CO,Colombia,,,,,,2020-05-13,-64.0,-41.0,-53.0,-62.0,-51.0,26.0
COL,CO,Colombia,,,,,,2020-05-14,-64.0,-40.0,-53.0,-63.0,-51.0,24.0
COL,CO,Colombia,,,,,,2020-05-15,-63.0,-36.0,-54.0,-61.0,-47.0,27.0
COL,CO,Colombia,,,,,,2020-05-16,-68.0,-43.0,-59.0,-59.0,-40.0,23.0
COL,CO,Colombia,,,,,,2020-05-17,-76.0,-54.0,-69.0,-65.0,-38.0,21.0
COL,CO,Colombia,,,,,,2020-05-18,-59.0,-35.0,-51.0,-60.0,-46.0,25.0
COL,CO,Colombia,,,,,,2020-05-19,-62.0,-37.0,-52.0,-59.0,-47.0,26.0
COL,CO,Colombia,,,,,,2020-05-20,-60.0,-36.0,-49.0,-58.0,-47.0,25.0
COL,CO,Colombia,,,,,,2020-05-21,-60.0,-35.0,-48.0,-59.0,-48.0,25.0
COL,CO,Colombia,,,,,,2020-05-22,-61.0,-34.0,-51.0,-58.0,-42.0,26.0
COL,CO,Colombia,,,,,,2020-05-23,-66.0,-41.0,-56.0,-56.0,-34.0,22.0
COL,CO,Colombia,,,,,,2020-05-24,-74.0,-54.0,-66.0,-63.0,-34.0,20.0
COL,CO,Colombia,,,,,,2020-05-25,-75.0,-54.0,-63.0,-74.0,-72.0,32.0
COL,CO,Colombia,,,,,,2020-05-26,-58.0,-33.0,-47.0,-55.0,-41.0,23.0
COL,CO,Colombia,,,,,,2020-05-27,-58.0,-34.0,-47.0,-57.0,-44.0,23.0
COL,CO,Colombia,,,,,,2020-05-28,-58.0,-33.0,-47.0,-57.0,-44.0,24.0
COL,CO,Colombia,,,,,,2020-05-29,-57.0,-29.0,-47.0,-55.0,-39.0,25.0
COL,CO,Colombia,,,,,,2020-05-30,-64.0,-38.0,-55.0,-54.0,-29.0,21.0
COL,CO,Colombia,,,,,,2020-05-31,-70.0,-45.0,-62.0,-58.0,-24.0,19.0
COL,CO,Colombia,,,,,,2020-06-01,-53.0,-27.0,-44.0,-53.0,-39.0,22.0
COL,CO,Colombia,,,,,,2020-06-02,-52.0,-25.0,-42.0,-51.0,-39.0,23.0
COL,CO,Colombia,,,,,,2020-06-03,-55.0,-31.0,-46.0,-54.0,-41.0,23.0
COL,CO,Colombia,,,,,,2020-06-04,-52.0,-26.0,-41.0,-52.0,-40.0,22.0
COL,CO,Colombia,,,,,,2020-06-05,-54.0,-25.0,-44.0,-52.0,-36.0,23.0
COL,CO,Colombia,,,,,,2020-06-06,-58.0,-31.0,-50.0,-50.0,-24.0,19.0
COL,CO,Colombia,,,,,,2020-06-07,-67.0,-44.0,-58.0,-56.0,-22.0,18.0
COL,CO,Colombia,,,,,,2020-06-08,-51.0,-28.0,-43.0,-53.0,-36.0,21.0
COL,CO,Colombia,,,,,,2020-06-09,-52.0,-28.0,-43.0,-51.0,-36.0,22.0
COL,CO,Colombia,,,,,,2020-06-10,-52.0,-31.0,-43.0,-54.0,-38.0,21.0
COL,CO,Colombia,,,,,,2020-06-11,-52.0,-29.0,-43.0,-54.0,-38.0,22.0
COL,CO,Colombia,,,,,,2020-06-12,-52.0,-26.0,-44.0,-52.0,-34.0,22.0
COL,CO,Colombia,,,,,,2020-06-13,-53.0,-25.0,-45.0,-46.0,-18.0,18.0
COL,CO,Colombia,,,,,,2020-06-14,-66.0,-43.0,-58.0,-55.0,-17.0,17.0
COL,CO,Colombia,,,,,,2020-06-15,-67.0,-45.0,-56.0,-69.0,-66.0,29.0
COL,CO,Colombia,,,,,,2020-06-16,-48.0,-25.0,-38.0,-49.0,-33.0,20.0
COL,CO,Colombia,,,,,,2020-06-17,-49.0,-27.0,-40.0,-51.0,-37.0,20.0
COL,CO,Colombia,,,,,,2020-06-18,-49.0,-27.0,-41.0,-52.0,-38.0,20.0
COL,CO,Colombia,,,,,,2020-06-19,-43.0,-15.0,-37.0,-47.0,-31.0,19.0
COL,CO,Colombia,,,,,,2020-06-20,-51.0,-25.0,-43.0,-45.0,-16.0,17.0
COL,CO,Colombia,,,,,,2020-06-21,-61.0,-38.0,-52.0,-49.0,-8.0,15.0
COL,CO,Colombia,,,,,,2020-06-22,-69.0,-50.0,-58.0,-70.0,-67.0,29.0
COL,CO,Colombia,,,,,,2020-06-23,-47.0,-24.0,-38.0,-48.0,-35.0,20.0
COL,CO,Colombia,,,,,,2020-06-24,-48.0,-26.0,-37.0,-49.0,-36.0,19.0
COL,CO,Colombia,,,,,,2020-06-25,-48.0,-25.0,-38.0,-50.0,-36.0,20.0
COL,CO,Colombia,,,,,,2020-06-26,-48.0,-21.0,-39.0,-48.0,-32.0,21.0
COL,CO,Colombia,,,,,,2020-06-27,-49.0,-23.0,-40.0,-43.0,-17.0,16.0
COL,CO,Colombia,,,,,,2020-06-28,-63.0,-42.0,-56.0,-52.0,-14.0,17.0
COL,CO,Colombia,,,,,,2020-06-29,-64.0,-42.0,-52.0,-67.0,-65.0,28.0
COL,CO,Colombia,,,,,,2020-06-30,-43.0,-17.0,-33.0,-46.0,-32.0,18.0
COL,CO,Colombia,,,,,,2020-07-01,-43.0,-18.0,-34.0,-48.0,-35.0,18.0
COL,CO,Colombia,,,,,,2020-07-02,-42.0,-16.0,-33.0,-47.0,-36.0,19.0
COL,CO,Colombia,,,,,,2020-07-03,-44.0,-16.0,-35.0,-46.0,-32.0,20.0
COL,CO,Colombia,,,,,,2020-07-04,-50.0,-24.0,-42.0,-43.0,-18.0,17.0
COL,CO,Colombia,,,,,,2020-07-05,-59.0,-36.0,-50.0,-50.0,-14.0,16.0
COL,CO,Colombia,,,,,,2020-07-06,-44.0,-22.0,-38.0,-49.0,-35.0,19.0
COL,CO,Colombia,,,,,,2020-07-07,-43.0,-19.0,-36.0,-46.0,-35.0,20.0
COL,CO,Colombia,,,,,,2020-07-08,-46.0,-25.0,-37.0,-50.0,-36.0,19.0
COL,CO,Colombia,,,,,,2020-07-09,-46.0,-23.0,-36.0,-50.0,-37.0,20.0
COL,CO,Colombia,,,,,,2020-07-10,-47.0,-22.0,-39.0,-48.0,-32.0,21.0
COL,CO,Colombia,,,,,,2020-07-11,-51.0,-28.0,-44.0,-45.0,-18.0,17.0
COL,CO,Colombia,,,,,,2020-07-12,-60.0,-39.0,-52.0,-50.0,-14.0,16.0
COL,CO,Colombia,,,,,,2020-07-13,-50.0,-28.0,-43.0,-56.0,-38.0,21.0
COL,CO,Colombia,,,,,,2020-07-14,-50.0,-26.0,-41.0,-55.0,-38.0,21.0
COL,CO,Colombia,,,,,,2020-07-15,-50.0,-27.0,-42.0,-56.0,-39.0,20.0
COL,CO,Colombia,,,,,,2020-07-16,-49.0,-22.0,-39.0,-55.0,-40.0,21.0
COL,CO,Colombia,,,,,,2020-07-17,-55.0,-28.0,-48.0,-60.0,-40.0,24.0
COL,CO,Colombia,,,,,,2020-07-18,-60.0,-35.0,-52.0,-58.0,-27.0,20.0
COL,CO,Colombia,,,,,,2020-07-19,-69.0,-49.0,-62.0,-63.0,-25.0,19.0
COL,CO,Colombia,,,,,,2020-07-20,-72.0,-55.0,-63.0,-75.0,-71.0,32.0
COL,CO,Colombia,,,,,,2020-07-21,-50.0,-25.0,-42.0,-54.0,-37.0,20.0
COL,CO,Colombia,,,,,,2020-07-22,-49.0,-25.0,-41.0,-54.0,-39.0,20.0
COL,CO,Colombia,,,,,,2020-07-23,-52.0,-28.0,-43.0,-58.0,-40.0,21.0
COL,CO,Colombia,,,,,,2020-07-24,-58.0,-33.0,-51.0,-62.0,-40.0,25.0
COL,CO,Colombia,,,,,,2020-07-25,-64.0,-42.0,-57.0,-61.0,-30.0,22.0
COL,CO,Colombia,,,,,,2020-07-26,-70.0,-51.0,-62.0,-64.0,-25.0,19.0
COL,CO,Colombia,,,,,,2020-07-27,-47.0,-25.0,-41.0,-55.0,-38.0,20.0
COL,CO,Colombia,,,,,,2020-07-28,-48.0,-24.0,-40.0,-53.0,-37.0,21.0
COL,CO,Colombia,,,,,,2020-07-29,-49.0,-26.0,-40.0,-55.0,-39.0,20.0
COL,CO,Colombia,,,,,,2020-07-30,-47.0,-22.0,-39.0,-54.0,-40.0,20.0
COL,CO,Colombia,,,,,,2020-07-31,-55.0,-28.0,-45.0,-60.0,-40.0,24.0
COL,CO,Colombia,,,,,,2020-08-01,-59.0,-33.0,-49.0,-57.0,-28.0,20.0
COL,CO,Colombia,,,,,,2020-08-02,-67.0,-45.0,-58.0,-61.0,-25.0,18.0
COL,CO,Colombia,,,,,,2020-08-03,-47.0,-23.0,-40.0,-56.0,-39.0,21.0
COL,CO,Colombia,,,,,,2020-08-04,-47.0,-21.0,-37.0,-53.0,-38.0,21.0
COL,CO,Colombia,,,,,,2020-08-05,-47.0,-23.0,-37.0,-55.0,-39.0,20.0
COL,CO,Colombia,,,,,,2020-08-06,-44.0,-16.0,-33.0,-52.0,-39.0,18.0
COL,CO,Colombia,,,,,,2020-08-07,-69.0,-47.0,-58.0,-69.0,-63.0,31.0
COL,CO,Colombia,,,,,,2020-08-08,-62.0,-39.0,-53.0,-57.0,-33.0,21.0
COL,CO,Colombia,,,,,,2020-08-09,-69.0,-51.0,-59.0,-61.0,-26.0,18.0
COL,CO,Colombia,,,,,,2020-08-10,-45.0,-24.0,-38.0,-54.0,-37.0,19.0
COL,CO,Colombia,,,,,,2020-08-11,-46.0,-23.0,-37.0,-52.0,-36.0,20.0
COL,CO,Colombia,,,,,,2020-08-12,-48.0,-27.0,-39.0,-54.0,-38.0,19.0
COL,CO,Colombia,,,,,,2020-08-13,-48.0,-25.0,-39.0,-54.0,-39.0,20.0
COL,CO,Colombia,,,,,,2020-08-14,-48.0,-21.0,-40.0,-52.0,-34.0,20.0
COL,CO,Colombia,,,,,,2020-08-15,-55.0,-30.0,-46.0,-49.0,-24.0,18.0
COL,CO,Colombia,,,,,,2020-08-16,-64.0,-43.0,-55.0,-56.0,-21.0,17.0
COL,CO,Colombia,,,,,,2020-08-17,-69.0,-50.0,-58.0,-73.0,-69.0,29.0
COL,CO,Colombia,,,,,,2020-08-18,-44.0,-20.0,-35.0,-50.0,-34.0,18.0
COL,CO,Colombia,,,,,,2020-08-19,-45.0,-24.0,-37.0,-54.0,-37.0,19.0
COL,CO,Colombia,,,,,,2020-08-20,-43.0,-22.0,-34.0,-54.0,-37.0,19.0
COL,CO,Colombia,,,,,,2020-08-21,-45.0,-21.0,-37.0,-53.0,-33.0,20.0
COL,CO,Colombia,,,,,,2020-08-22,-49.0,-26.0,-41.0,-50.0,-20.0,17.0
COL,CO,Colombia,,,,,,2020-08-23,-61.0,-42.0,-52.0,-58.0,-19.0,16.0
COL,CO,Colombia,,,,,,2020-08-24,-42.0,-25.0,-35.0,-54.0,-35.0,19.0
COL,CO,Colombia,,,,,,2020-08-25,-41.0,-21.0,-32.0,-52.0,-34.0,19.0
COL,CO,Colombia,,,,,,2020-08-26,-41.0,-23.0,-30.0,-54.0,-35.0,18.0
COL,CO,Colombia,,,,,,2020-08-27,-38.0,-20.0,-27.0,-53.0,-36.0,18.0
COL,CO,Colombia,,,,,,2020-08-28,-37.0,-15.0,-28.0,-51.0,-30.0,19.0
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-02-15,-9.0,-13.0,-10.0,,10.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-02-16,-13.0,,-8.0,,,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-02-17,-15.0,-14.0,-14.0,,11.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-02-18,-15.0,-24.0,-16.0,,10.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-02-19,-13.0,-24.0,-10.0,,8.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-02-20,-7.0,-10.0,-1.0,,6.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-02-21,0.0,-15.0,-11.0,,12.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-02-22,5.0,-6.0,-13.0,,16.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-02-23,-12.0,,-12.0,,,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-02-24,-4.0,-14.0,-7.0,,9.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-02-25,-4.0,-18.0,-20.0,,10.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-02-26,0.0,-24.0,-16.0,,10.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-02-27,-12.0,-25.0,-14.0,,8.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-02-28,11.0,-2.0,-5.0,,19.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-02-29,22.0,4.0,-3.0,,22.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-01,12.0,,-13.0,,,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-02,4.0,-4.0,-8.0,,19.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-03,-2.0,-27.0,-23.0,,11.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-04,15.0,-20.0,-8.0,,15.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-05,14.0,-10.0,-1.0,,10.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-06,13.0,-18.0,-12.0,,14.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-07,22.0,-8.0,-7.0,,14.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-08,21.0,,-11.0,,,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-09,15.0,-14.0,-14.0,,20.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-10,-20.0,-42.0,-32.0,,6.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-11,-4.0,-30.0,-17.0,,13.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-12,3.0,-29.0,-8.0,,11.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-13,-5.0,-27.0,-17.0,,13.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-14,3.0,-10.0,-12.0,,22.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-15,6.0,,-4.0,,,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-16,6.0,-14.0,-10.0,,7.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-17,-2.0,-11.0,-23.0,,4.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-18,0.0,-2.0,-13.0,,4.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-19,-12.0,-12.0,-17.0,,0.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-20,-11.0,-13.0,-26.0,,1.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-21,-31.0,-8.0,-42.0,,-8.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-22,-52.0,-20.0,-51.0,,,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-23,-55.0,-34.0,-62.0,,-43.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-24,-27.0,-18.0,-28.0,,-14.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-25,-69.0,-65.0,-67.0,,-48.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-26,-67.0,-55.0,-62.0,,-49.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-27,-74.0,-58.0,-65.0,,-45.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-28,-83.0,-50.0,-63.0,,-37.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-29,-71.0,-44.0,-63.0,,,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-30,-72.0,-48.0,-61.0,,-41.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-03-31,-69.0,-49.0,-60.0,,-46.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-04-01,-83.0,-48.0,-62.0,,-44.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-04-02,-67.0,-39.0,-56.0,,-46.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-04-03,-73.0,-45.0,-63.0,,-41.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-04-04,-72.0,-46.0,-64.0,,-37.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-04-05,-87.0,-46.0,-66.0,,,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-04-06,,,-62.0,,-39.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-04-07,,,-62.0,,-39.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-04-08,,,-65.0,,-45.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-04-09,,,-67.0,,-57.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-04-10,,,-77.0,,-68.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-04-11,,,-67.0,,-37.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-04-12,,,-67.0,,,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-04-13,,,-66.0,,-39.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-04-14,,,-63.0,,-41.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-04-15,,,-61.0,,-34.0,
CO-AMA,CO,Colombia,Amazonas,,,CO-AMA,,2020-04-16,,,-57.0,,-35.0,
