open_covid_region_code,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-02,-53,-35,-65,-64,-52,33.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-03,-58,-42,-70,-71,-36,21.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-04,-51,-32,-60,-63,-48,25.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-05,-50,-31,-60,-58,-51,28.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-06,-52,-34,-61,-56,-50,29.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-07,-51,-34,-61,-60,-50,28.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-08,-53,-35,-62,-60,-49,29.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-09,-52,-34,-61,-62,-48,27.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-10,-55,-36,-68,-66,-33,18.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-11,-48,-27,-56,-59,-43,20.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-12,-46,-25,-54,-54,-47,21.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-13,-47,-27,-57,-54,-45,22.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-14,-48,-29,-55,-55,-46,22.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-15,-49,-29,-55,-55,-44,23.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-16,-51,-31,-58,-59,-44,25.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-17,-54,-34,-65,-65,-31,17.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-18,-48,-26,-53,-59,-40,19.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-19,-45,-25,-55,-55,-43,21.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-20,-48,-27,-61,-53,-43,21.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-21,-47,-28,-59,-54,-43,20.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-22,-49,-31,-62,-56,-42,24.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-23,-51,-31,-63,-60,-42,26.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-24,-54,-34,-67,-66,-32,17.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-25,-46,-25,-53,-61,-39,18.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-26,-40,-20,-52,-56,-42,18.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-27,-40,-20,-55,-52,-41,17.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-28,-36,-16,-47,-52,-40,14.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-29,-34,-10,-46,-51,-41,16.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-30,-43,-15,-56,-65,-63,31.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-07-31,-49,-28,-53,-60,-42,14.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-01,-41,-19,-48,-62,-62,23.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-02,-41,-21,-50,-65,-62,27.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-03,-40,-21,-54,-61,-53,22.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-04,-39,-22,-51,-56,-39,15.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-05,-40,-22,-51,-55,-39,16.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-06,-42,-22,-55,-58,-38,17.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-07,-46,-27,-60,-63,-30,12.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-08,-38,-19,-51,-58,-35,13.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-09,-37,-16,-50,-51,-38,14.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-10,-38,-18,-54,-50,-37,15.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-11,-37,-19,-49,-52,-38,14.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-12,-40,-20,-51,-52,-37,16.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-13,-41,-22,-55,-55,-36,17.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-14,-44,-23,-56,-61,-30,12.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-15,-38,-17,-49,-56,-35,12.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-16,-37,-17,-51,-49,-36,14.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-17,-38,-18,-55,-48,-36,14.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-18,-36,-19,-46,-50,-34,13.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-19,-34,-16,-47,-50,-34,13.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-20,-37,-18,-47,-61,-58,26.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-21,-41,-22,-54,-61,-30,11.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-22,-33,-15,-47,-56,-32,12.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-23,-32,-12,-45,-49,-34,12.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-24,-32,-14,-47,-47,-33,13.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-25,-31,-12,-43,-50,-34,12.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-26,-32,-13,-38,-51,-33,12.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-27,-31,-13,-42,-54,-34,14.0
KW-FA,KW,Kuwait,Al Farwaniyah Governorate,,,KW-FA,,2020-08-28,-35,-16,-48,-61,-31,10.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-02-15,2,5,1,0,1,2.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-02-16,2,3,-4,-1,12,1.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-02-17,3,-1,5,0,9,1.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-02-18,1,3,-6,-1,7,0.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-02-19,2,2,4,9,10,0.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-02-20,6,5,6,1,8,-1.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-02-21,6,8,10,25,1,1.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-02-22,9,11,14,14,2,0.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-02-23,10,8,3,10,7,-1.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-02-24,11,11,10,7,3,-1.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-02-25,-8,-1,-1,-4,-28,7.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-02-26,-6,0,-3,5,-26,8.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-02-27,-3,2,-6,-3,-16,7.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-02-28,-6,0,-22,7,0,7.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-02-29,-2,6,-8,5,0,4.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-01,-1,3,-4,10,-1,4.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-02,1,2,-1,9,-2,5.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-03,-1,2,-14,7,-3,5.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-04,0,3,-1,15,-1,5.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-05,0,2,-9,13,-1,5.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-06,-3,0,-20,13,-2,6.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-07,-4,0,-12,11,1,4.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-08,-3,-1,-10,7,-1,5.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-09,-2,1,-5,1,-3,5.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-10,-3,3,-11,4,-3,5.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-11,0,10,-9,11,-3,5.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-12,-11,2,-10,9,-12,9.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-13,-21,-4,-35,-8,-5,11.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-14,-23,-6,-23,-19,-7,9.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-15,-28,-9,-19,-19,-19,12.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-16,-29,-13,-18,-18,-22,13.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-17,-32,-14,-24,-20,-24,13.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-18,-31,-14,-20,-14,-25,15.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-19,-28,-10,-26,-13,-23,15.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-20,-32,-14,-33,-11,-12,15.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-21,-27,-10,-25,-2,-15,12.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-22,-50,-37,-43,-45,-41,21.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-23,-44,-29,-32,-26,-31,20.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-24,-43,-26,-40,-30,-33,19.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-25,-42,-26,-36,-18,-31,19.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-26,-43,-26,-37,-27,-31,20.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-27,-45,-29,-50,-36,-23,20.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-28,-48,-29,-38,-16,-24,17.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-29,-46,-30,-38,-18,-32,19.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-30,-49,-33,-34,-25,-35,20.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-03-31,-48,-32,-36,-16,-34,20.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-01,-48,-32,-40,-14,-34,20.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-02,-50,-34,-40,-16,-34,22.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-03,-51,-34,-50,-21,-25,22.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-04,-52,-29,-37,-10,-27,19.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-05,-51,-30,-32,-21,-35,21.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-06,-53,-32,-28,-7,-36,21.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-07,-57,-35,-38,-25,-38,22.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-08,-57,-37,-30,-22,-38,23.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-09,-57,-34,-36,-30,-37,24.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-10,-56,-32,-50,-21,-26,22.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-11,-52,-25,-37,-14,-29,19.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-12,-51,-28,-31,-25,-37,21.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-13,-53,-33,-26,-25,-38,22.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-14,-55,-33,-34,-23,-37,22.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-15,-56,-33,-28,-22,-37,23.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-16,-57,-37,-37,-24,-35,24.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-17,-58,-37,-47,-16,-26,23.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-18,-56,-36,-37,-15,-28,19.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-19,-54,-36,-30,-22,-35,21.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-20,-54,-35,-22,-23,-35,21.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-21,-52,-32,-31,-15,-35,20.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-22,-50,-30,-19,-12,-34,20.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-23,-49,-28,-30,-11,-35,21.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-24,-59,-39,-47,-28,-32,26.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-25,-60,-36,-34,-20,-33,23.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-26,-58,-38,-30,-25,-40,25.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-27,-59,-42,-24,-21,-41,25.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-28,-59,-40,-29,-23,-41,23.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-29,-60,-42,-23,-21,-41,25.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-04-30,-60,-42,-30,-29,-39,26.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-01,-58,-40,-50,-34,-29,25.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-02,-57,-38,-34,-27,-32,22.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-03,-56,-39,-33,-29,-41,24.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-04,-57,-41,-29,-30,-41,24.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-05,-58,-38,-37,-32,-42,25.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-06,-58,-39,-34,-31,-42,27.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-07,-55,-37,-38,-30,-38,27.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-08,-50,-30,-49,-23,-27,26.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-09,-42,-17,-35,-13,-28,20.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-10,-47,-25,-39,-25,-43,22.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-11,-85,-80,-54,-74,-61,35.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-12,-85,-77,-58,-71,-61,35.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-13,-84,-73,-60,-66,-58,35.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-14,-84,-73,-62,-67,-58,36.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-15,-83,-72,-66,-68,-47,34.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-16,-82,-70,-64,-66,-51,32.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-17,-82,-69,-63,-68,-57,34.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-18,-83,-70,-57,-65,-57,34.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-19,-82,-69,-61,-70,-58,34.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-20,-82,-68,-55,-66,-57,35.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-21,-81,-68,-63,-73,-58,37.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-22,-80,-66,-70,-66,-46,34.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-23,-80,-64,-59,-61,-50,32.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-24,-84,-77,-68,-70,-60,33.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-25,-81,-68,-60,-68,-58,33.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-26,-81,-65,-59,-68,-58,33.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-27,-80,-65,-59,-63,-54,33.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-28,-81,-67,-60,-65,-55,35.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-29,-81,-69,-69,-67,-44,33.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-30,-81,-68,-62,-60,-51,32.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-05-31,-53,-38,-46,-37,-32,20.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-01,-50,-38,-43,-30,-34,21.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-02,-49,-36,-43,-32,-33,22.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-03,-47,-36,-39,-30,-35,23.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-04,-49,-39,-46,-36,-32,24.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-05,-51,-40,-56,-27,-23,25.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-06,-49,-36,-49,-21,-24,21.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-07,-48,-36,-40,-32,-33,22.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-08,-49,-40,-42,-29,-33,22.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-09,-49,-36,-47,-32,-33,22.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-10,-47,-35,-35,-22,-33,23.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-11,-48,-36,-49,-28,-31,24.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-12,-51,-38,-54,-26,-21,23.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-13,-47,-34,-44,-20,-23,20.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-14,-47,-36,-43,-28,-30,21.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-15,-48,-38,-40,-30,-31,22.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-16,-50,-38,-44,-28,-30,22.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-17,-50,-39,-40,-25,-31,23.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-18,-50,-37,-43,-28,-29,24.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-19,-51,-40,-58,-24,-21,24.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-20,-48,-35,-44,-17,-23,20.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-21,-44,-33,-44,-29,-29,20.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-22,-44,-32,-38,-24,-30,21.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-23,-43,-29,-37,-24,-30,21.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-24,-43,-29,-36,-22,-29,21.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-25,-43,-27,-40,-27,-28,21.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-26,-45,-30,-53,-19,-17,22.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-27,-40,-26,-36,-14,-21,18.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-28,-41,-27,-37,-28,-27,19.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-29,-41,-30,-34,-25,-28,20.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-06-30,-31,-24,-32,-21,-26,18.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-01,-30,-25,-31,-18,-25,18.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-02,-31,-24,-39,-17,-25,20.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-03,-34,-26,-50,-15,-16,20.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-04,-29,-21,-29,-17,-19,16.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-05,-29,-24,-34,-24,-25,17.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-06,-29,-24,-28,-19,-25,17.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-07,-30,-23,-33,-19,-26,17.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-08,-30,-24,-29,-12,-25,18.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-09,-29,-24,-35,-12,-24,19.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-10,-33,-25,-47,-15,-15,19.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-11,-28,-20,-33,-6,-17,15.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-12,-28,-20,-32,-19,-24,16.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-13,-27,-24,-29,-16,-24,17.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-14,-30,-21,-32,-6,-24,16.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-15,-29,-23,-29,-16,-23,18.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-16,-31,-25,-34,-21,-22,18.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-17,-35,-26,-50,-17,-12,19.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-18,-27,-20,-32,-12,-15,15.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-19,-27,-20,-33,-19,-22,16.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-20,-27,-23,-32,-11,-22,17.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-21,-27,-20,-34,-4,-23,16.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-22,-31,-23,-32,-5,-24,18.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-23,-30,-21,-35,-17,-21,18.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-24,-32,-22,-42,-20,-13,18.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-25,-23,-16,-29,-7,-15,14.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-26,-23,-16,-28,-18,-22,15.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-27,-22,-18,-26,-10,-23,15.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-28,-19,-11,-28,-10,-24,14.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-29,-15,-7,-19,-1,-24,13.0
KW-JA,KW,Kuwait,Al Jahra Governorate,,,KW-JA,,2020-07-30,-25,-13,-28,-16,-37,21.0
